Phone_service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Age_s,Number_Dependents_s,Number_Referrals_s,Tenure_s,Average_Monthly_Long_Distance_Charges_s,Average_Monthly_GB_Download_s,Monthly_Charge_s,Total_Charges_s,Total_Refunds_s,Total_Extra_Data_Charges_s,Total_Long_Distance_Charges_s,Churn
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2295081967213115,0.0,0.9,0.5915492957746479,0.0,0.10843373493975905,0.18534736842105265,0.0,0.0,0.0,0.0,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.03278688524590162,0.16666666666666666,0.7000000000000001,0.5633802816901409,0.0,0.9638554216867471,0.04261052631578947,0.0,0.0,0.0,0.17076377578718785,0
Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.5081967213114754,0.0,0.2,0.7042253521126761,0.0,0.14457831325301207,0.5873684210526315,0.0,0.0,0.0,0.0009755021715526603,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.29508196721311475,0.0,0.0,0.014084507042253521,0.0,0.1927710843373494,0.017599999999999998,0.0,0.0,0.0,0.001289359391965255,1
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.2786885245901639,0.5,1.0,0.295774647887324,0.0,0.6626506024096386,0.034105263157894736,0.0,0.0,0.0,0.001982107310893956,0
Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,0.9836065573770493,0.0,0.0,0.056338028169014086,0.8801520608243298,0.3012048192771084,0.09338947368421052,0.033608686768440414,0.0,0.0,0.06219179786463989,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,0.5245901639344263,0.0,0.0,0.9577464788732395,0.0,0.08433734939759036,0.051031578947368414,0.0,0.0,0.0,0.0031725027144408257,1
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.39344262295081966,0.0,0.1,0.7746478873239437,0.0,0.14457831325301207,0.14374736842105262,0.5782947546630083,0.8510725229826352,0.0,0.0057229460731089395,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.04918032786885246,0.0,0.1,0.04225352112676056,0.0,0.6867469879518073,0.6808421052631578,0.035348375609328936,0.0,0.0,0.00257871878393051,1
Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.2295081967213115,0.0,0.0,0.25352112676056343,0.0,0.24096385542168677,0.16917894736842104,0.0980355527014799,0.0,0.0,0.185399135903004,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.04918032786885246,0.0,0.0,0.08450704225352114,0.918967587034814,0.5542168674698796,0.00016842105263157895,0.0,0.0,0.0,0.0026889929424538544,0
Yes,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2295081967213115,0.16666666666666666,0.1,0.09859154929577466,0.5990396158463386,0.1807228915662651,0.17305263157894737,0.0,0.0,0.0,0.006650380021715527,0
Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,0.9180327868852459,0.0,1.0,0.8169014084507042,0.0,0.22891566265060245,0.6985263157894737,0.0,0.0,0.0,0.00237230817951502,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,0.3278688524590164,0.0,0.8,1.0,0.0,0.1807228915662651,0.18736842105263157,0.7997606468373274,0.0,0.0,0.00040716612377850165,0
Yes,Yes,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.6065573770491803,0.0,0.0,0.056338028169014086,0.0,0.24096385542168677,0.042778947368421055,0.03315333197116086,0.0,0.0,0.0,0
Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0,0.0,0.2,0.36619718309859156,0.0,0.27710843373493976,0.02543157894736842,0.0,0.0,0.0,0.006090526601520087,1
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2786885245901639,0.0,0.0,0.5915492957746479,0.0,0.1204819277108434,0.7717894736842106,0.0,0.0,0.0,0.32280639250814336,0
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.3278688524590164,0.0,0.0,1.0,0.0,0.1807228915662651,0.7296842105263158,0.0,0.0,0.0,0.0015608034744842563,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.6721311475409837,0.0,0.0,0.9014084507042254,0.0,0.024096385542168676,0.11073684210526316,0.0,0.0,0.0,0.002273344191096634,1
Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7704918032786886,0.0,0.0,0.09859154929577466,0.0,0.06024096385542169,0.01726315789473684,0.0,0.0,0.0,0.004026420557365183,1
Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0.0,0.1,0.8732394366197184,0.0,0.8072289156626506,0.09305263157894737,0.0,0.0,0.0,0.002078243756786102,0
Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.2622950819672132,0.0,0.30000000000000004,0.8732394366197184,0.0,0.22891566265060245,0.025852631578947367,0.0,0.0,0.0,0.006065078718783931,0
Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,0.14754098360655737,0.0,0.4,0.5633802816901409,0.0,0.5903614457831325,0.1688421052631579,0.33158586064975626,0.2935648621041879,0.0,0.15743191277596816,0
Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.4098360655737705,0.0,0.0,0.0,0.0,0.1204819277108434,0.4610526315789474,0.006392480807962871,0.0,0.0,0.003678632826637713,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.9672131147540984,0.0,0.0,1.0,0.0,0.3373493975903614,0.17978947368421053,0.0,0.0,0.0,0.30415309446254074,0
Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.21311475409836067,0.3333333333333333,0.4,0.5352112676056339,0.0,0.25301204819277107,0.504,0.0,0.0,0.0,0.0015438382193268187,0
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.21311475409836067,0.5,0.5,0.4084507042253521,0.0,0.22891566265060245,0.08463157894736842,0.0,0.0,0.0,0.0048266150922909885,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.2786885245901639,0.0,0.1,0.46478873239436624,0.0,0.1204819277108434,0.050778947368421055,0.0,0.0,0.0,0.00029123688020267827,1
Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.5245901639344263,0.0,0.0,0.35211267605633806,0.5946378551420568,0.10843373493975905,0.19865263157894736,0.0,0.0,0.0,0.21848986608758597,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.09836065573770492,0.0,0.0,0.08450704225352114,0.620048019207683,0.48192771084337355,0.1776,0.0,0.0,0.0,0.06133788002171553,0
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.04918032786885246,0.0,0.9,0.8309859154929577,0.0,0.5903614457831325,0.025936842105263157,0.6988820455938586,0.0,0.0,0.0011536373507057547,0
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.3278688524590164,0.0,0.1,0.8028169014084507,0.5600240096038416,0.26506024096385544,0.11326315789473683,0.0,0.0,0.0,0.004360070575461455,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.2295081967213115,0.0,0.6000000000000001,0.9577464788732395,0.0,0.3253012048192771,0.10981052631578947,0.0,0.0,0.0,0.672901397937025,0
Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.2786885245901639,0.3333333333333333,0.1,0.943661971830986,0.0,0.2891566265060241,0.10972631578947367,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.03278688524590162,0.5,1.0,0.9859154929577465,0.9755902360944377,0.8313253012048194,0.04673684210526315,0.0,0.0,0.0,0.9788839124140428,0
Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.3114754098360656,0.0,0.30000000000000004,0.3098591549295775,0.0,0.3253012048192771,0.5789473684210527,0.0,0.0,0.0,0.20414008776692003,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.639344262295082,0.0,0.0,0.0,0.0,0.3373493975903614,0.1687578947368421,0.0,0.0,0.0,0.0007153682591386174,1
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.5081967213114754,0.5,0.6000000000000001,0.6901408450704226,0.0,0.8915662650602411,0.06778947368421052,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6229508196721312,0.16666666666666666,0.5,0.02816901408450704,0.0,0.1807228915662651,0.0679578947368421,0.0,0.0,0.0,0.0065485884907709015,0
Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.6229508196721312,0.0,0.0,0.19718309859154928,0.0,0.10843373493975905,0.496421052631579,0.0,0.0,0.0,0.0005683360477741585,0
Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.6229508196721312,0.0,0.0,0.9154929577464789,0.0,0.2891566265060241,0.0,0.0,0.0,0.0,0.000712540716612378,0
Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.4426229508196722,0.0,0.0,0.9577464788732395,0.0,0.2891566265060241,0.07621052631578948,0.0,0.0,0.0,0.0021376221498371336,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8852459016393442,0.0,0.0,0.02816901408450704,0.0,0.21686746987951808,0.7313684210526316,0.025797600630491257,0.0,0.0,0.0020188653637350706,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5081967213114754,0.0,0.0,0.014084507042253521,0.7927170868347339,0.06024096385542169,0.16033684210526314,0.0,0.0,0.0,0.0020471407889974666,1
Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.4426229508196722,0.0,0.30000000000000004,0.15492957746478872,0.0,0.1807228915662651,0.6639999999999999,0.102367261157652,0.0,0.0,0.00369842562432139,0
Yes,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.016393442622950838,0.0,0.0,0.0,0.0,0.3012048192771084,0.01751578947368421,0.0,0.0,0.0,0.0,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.7704918032786886,0.0,0.0,0.8591549295774649,0.0,0.07228915662650603,0.9326315789473684,0.0,0.0,0.0,0.003127262034020992,0
Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.639344262295082,0.0,0.0,0.2112676056338028,0.0,0.07228915662650603,0.07200000000000001,0.0,0.0,0.0,0.15463264567499097,0
Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.24590163934426235,0.0,0.0,0.014084507042253521,0.0,0.16867469879518074,0.38610526315789473,0.0,0.0,0.0,0.0042526239594643505,1
Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.11475409836065575,0.0,0.0,0.04225352112676056,0.6940776310524209,0.5421686746987953,0.47789473684210526,0.0,0.0,0.0,0.03923498009410061,0
Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.2622950819672132,0.3333333333333333,0.30000000000000004,0.7887323943661972,0.0,0.24096385542168677,0.0,0.0,0.0,0.0,0.0012045331161780674,0
Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8688524590163934,0.0,0.0,0.056338028169014086,0.0,0.1807228915662651,0.0679578947368421,0.0,0.0,0.0,0.003774769272529859,0
Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.1311475409836066,0.0,0.0,0.2112676056338028,0.0,0.6867469879518073,0.18736842105263157,0.0,0.0,0.0,0.0042526239594643505,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.21311475409836067,0.0,0.0,0.08450704225352114,0.0,0.3253012048192771,0.01726315789473684,0.0,0.0,0.0,0.018308337857401377,1
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.5081967213114754,0.0,0.1,0.8732394366197184,0.0,0.22891566265060245,0.09305263157894737,0.8025628302052016,0.0,0.0,0.0004495792616720956,1
Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.04918032786885246,0.0,0.0,0.014084507042253521,0.0,0.3012048192771084,0.7212631578947368,0.0,0.0,0.0,0.022863508867173362,1
Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,0.5737704918032788,0.5,0.30000000000000004,0.056338028169014086,0.0,0.6024096385542169,0.008757894736842105,0.0,0.0,0.0,0.005380813427433949,0
Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.4426229508196722,0.0,0.0,0.295774647887324,0.0,0.1807228915662651,0.0,0.0,0.0,0.0,0.0021093467245747377,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.03278688524590162,0.0,0.0,0.056338028169014086,0.5950380152060825,0.48192771084337355,0.6968421052631579,0.04877550424705917,0.0,0.0,0.001150809808179515,0
Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.03278688524590162,0.0,0.5,0.9295774647887325,0.0,0.674698795180723,0.5713684210526315,0.5403134942642809,0.0,0.0,0.006231903727832067,0
Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6721311475409837,0.0,0.0,0.19718309859154928,0.0,0.3253012048192771,0.0928,0.0,0.0,0.0,0.003520290445168295,0
Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,0.5573770491803279,0.0,0.6000000000000001,0.1267605633802817,0.0,0.06024096385542169,0.013052631578947368,0.0,0.0,0.0,0.005957632102786826,0
Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.4098360655737705,0.0,0.0,0.4366197183098592,0.0,0.3132530120481928,0.06778947368421052,0.3989433433550308,0.0,0.0,0.12857401375316688,0
Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,0.5573770491803279,0.0,0.1,0.0,0.0,0.14457831325301207,0.03385263157894736,0.0,0.0,0.0,0.003152709916757148,1
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.08196721311475408,0.0,0.2,1.0,0.7925170068027211,1.0,0.6639999999999999,0.0,0.0,0.0,0.8063925081433225,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.39344262295081966,0.0,0.0,0.0,0.0,0.0963855421686747,0.1781052631578947,0.0,0.0,0.0,0.005185712993123417,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.4918032786885246,0.0,0.0,0.36619718309859156,0.0,0.26506024096385544,0.19418947368421052,0.0,0.0,0.0,0.0038426302931596095,0
Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,0.18032786885245905,0.0,0.0,0.23943661971830985,0.0,0.8072289156626506,0.0,0.0,0.0,0.0,0.08820236156351792,0
Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.24590163934426235,0.0,0.0,0.09859154929577466,0.0,0.14457831325301207,0.152,0.0,0.0,0.0,0.001221498371335505,0
Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3770491803278688,0.0,0.0,0.4366197183098592,0.0,0.012048192771084341,0.05069473684210526,0.0,0.0,0.0,0.2897213174086139,0
Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9016393442622951,0.0,0.0,0.02816901408450704,0.0,0.21686746987951808,0.0,0.027759128988003152,0.0,0.0,0.0002884093376764387,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.2622950819672132,0.0,1.0,0.676056338028169,0.8137254901960785,0.1204819277108434,0.8981052631578947,0.0,0.0,0.0,0.0,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8196721311475411,0.0,0.0,0.02816901408450704,0.0,0.16867469879518074,0.18551578947368422,0.0,0.0,0.0,0.0,1
Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,0.0655737704918033,0.0,0.6000000000000001,0.35211267605633806,0.0,0.674698795180723,0.008842105263157894,0.0,0.34790602655771197,0.0,0.006537278320665943,0
Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.39344262295081966,0.0,0.0,0.04225352112676056,0.0,0.1566265060240964,0.18543157894736842,0.02778248051606877,0.0,0.0,0.0011536373507057547,1
Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.3114754098360656,0.0,0.5,0.7605633802816901,0.0,0.024096385542168676,0.6547368421052632,0.0,0.0,0.0,0.0032658116178067324,1
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.19672131147540983,0.0,0.0,0.08450704225352114,0.5786314525810324,0.16867469879518074,0.05953684210526316,0.0,0.0,0.0,0.002951954397394137,1
Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.5737704918032788,0.0,0.0,0.1267605633802817,0.7128851540616248,0.1927710843373494,0.19385263157894736,0.0,0.0,0.0,0.005663567680057909,1
Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.18032786885245905,0.0,0.0,0.28169014084507044,0.0,0.855421686746988,0.152,0.0,0.0,0.0,0.0046060667752443,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.4098360655737705,0.0,0.0,0.14084507042253522,0.0,0.24096385542168677,0.17701052631578948,0.0,0.0,0.0,0.004097109120521173,0
Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0655737704918033,0.0,0.0,0.056338028169014086,0.5374149659863946,0.8313253012048194,0.06863157894736842,0.0,0.0,0.0,0.003967042164314151,0
Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.6721311475409837,0.0,0.0,0.04225352112676056,0.0,0.0963855421686747,0.017178947368421054,0.0,0.0,0.0,0.034428157799493306,1
Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3278688524590164,0.16666666666666666,0.0,0.36619718309859156,0.0,0.1566265060240964,0.848421052631579,0.0,0.0,0.0,0.10741551302931597,0
Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.3114754098360656,0.0,0.0,0.0,0.0,0.03614457831325301,0.37010526315789477,0.0051314982924195104,0.0,0.0,0.006104664314151285,0
Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.14754098360655737,0.16666666666666666,0.1,0.647887323943662,0.0,0.2891566265060241,0.05263157894736842,0.0,0.0,0.0,0.0,0
Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.18032786885245905,0.0,0.7000000000000001,0.5915492957746479,0.679671868747499,0.8072289156626506,0.06753684210526316,0.0,0.0,0.0,0.4130219643503439,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.8524590163934426,0.0,0.8,0.08450704225352114,0.8397358943577431,0.10843373493975905,0.0,0.0,0.0,0.0,0.08307037187839306,0
Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.24590163934426235,0.0,0.0,0.0,0.6586634653861545,0.012048192771084341,0.06947368421052631,0.0,0.0,0.0,0.009308269996380746,1
Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.3114754098360656,0.0,0.1,0.943661971830986,0.0,0.22891566265060245,0.15225263157894736,0.7359058933418956,0.0,0.0,0.003517462902642056,0
Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,0.3114754098360656,0.5,0.5,0.04225352112676056,0.8545418167266907,0.6506024096385543,0.06778947368421052,0.0,0.0,0.0,0.048305736518277236,1
Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.03278688524590162,0.0,0.0,0.2112676056338028,0.0,0.9638554216867471,0.021473684210526315,0.0,0.0,0.0,0.003709735794426348,0
